instance,best c_max,avg c_max,avg time
in14_126.dat,10687,10687,7.78
in14_127.dat,11750,11788.3,9.7
in14_128.dat,10787,10796.2,9.8
in14_129.dat,10758,10768.5,7.87
in14_130.dat,10667,10667,6.72
in14_131.dat,10799,10801.5,8.42
in14_132.dat,11288,11304.3,9.66
in14_133.dat,11200,11235.8,11.39
in14_134.dat,10677,10703.1,9.44
in14_135.dat,10672,10672,7.7
in14_136.dat,10792,10801.6,9.31
in14_137.dat,11200,11227.3,9.27
in14_138.dat,11293,11293,7.8
in14_139.dat,10793,10796.7,9.75
in14_140.dat,10413,10413,6.87
in14_141.dat,8636,8644.7,11.08
in14_142.dat,8648,8649.5,9.39
in14_143.dat,8338,8359.3,10.19
in14_144.dat,8011,8020,10.87
in14_145.dat,8191,8205.3,9.98
in14_146.dat,7706,7721.4,10.88
in14_147.dat,7864,7881.6,9.64
in14_148.dat,8520,8534.9,10
in14_149.dat,8303,8310.8,8.97
in14_150.dat,8685,8687.7,9.73
in14_151.dat,8283,8297,10.13
in14_152.dat,8406,8411.9,9.59
in14_153.dat,7709,7720.2,9.79
in14_154.dat,8199,8203.4,9.6
in14_155.dat,8715,8720.3,9.65
in14_156.dat,8282,8296.7,9.7
in14_157.dat,8677,8685.1,10.08
in14_158.dat,8679,8691.5,10.3
in14_159.dat,8716,8724.4,10.17
in14_160.dat,8314,8325.3,10.79
in14_161.dat,8422,8434.2,11.45
in14_162.dat,8469,8478,10.95
in14_163.dat,9402,9411.8,10.37
in14_164.dat,8210,8224.7,10.65
in14_165.dat,7702,7714.6,10.79
in14_166.dat,8089,8094.4,10.56
in14_167.dat,8628,8638.2,10.55
in14_168.dat,8728,8738.5,10.96
in14_169.dat,8553,8569.2,11.75
in14_170.dat,8113,8124.8,11.14
in14_171.dat,8035,8046.4,12.69
in14_172.dat,8158,8164.3,10.43
in14_173.dat,8079,8082.6,9.86
in14_174.dat,8804,8814.1,10.65
in14_175.dat,7831,7838,10
in14_176.dat,8506,8510,10.09
in14_177.dat,7738,7761.1,11.2
in14_178.dat,8514,8529.6,10.99
in14_179.dat,8248,8264.1,10.35
in14_180.dat,8140,8153.7,9.94
in14_181.dat,14510,14512.7,15.61
in14_182.dat,14322,14323.8,18.44
in14_183.dat,14879,14897.3,18.98
in14_184.dat,14210,14210,15.01
in14_185.dat,13921,13922.8,16.42
in14_186.dat,13705,13705,23.13
in14_187.dat,14752,14760.1,15.82
in14_188.dat,14170,14183.4,20.13
in14_189.dat,14360,14402.2,19.69
in14_190.dat,14215,14260.4,20
in14_191.dat,15326,15339,22.08
in14_192.dat,14098,14101.1,18.29
in14_193.dat,14570,14622.2,17.18
in14_194.dat,13850,13850,16.8
in14_195.dat,13679,13761.4,18.06
in14_196.dat,14616,14616,19.12
in14_197.dat,14640,14703.5,19.59
in14_198.dat,14601,14630.3,19.84
in14_199.dat,14090,14101.1,18.32
in14_200.dat,14335,14360.3,19.02
in14_201.dat,11114,11132.1,20.88
in14_202.dat,10912,10933.1,22.39
in14_203.dat,11134,11151.5,20.49
in14_204.dat,10822,10828.4,20.63
in14_205.dat,11986,11998.9,21.52
in14_206.dat,11127,11144,20.91
in14_207.dat,10912,10922.9,20.05
in14_208.dat,10307,10317,20.6
in14_209.dat,12258,12293,21.5
in14_210.dat,12094,12106.7,22.99
in14_211.dat,10588,10608.6,21.72
in14_212.dat,11736,11754.6,21.9
in14_213.dat,12226,12260.8,22.08
in14_214.dat,9853,9890.4,21.13
in14_215.dat,11356,11369.4,19.27
in14_216.dat,11913,11930,22.43
in14_217.dat,11119,11135.3,20.47
in14_218.dat,11101,11113.6,20.03
in14_219.dat,11370,11383.8,20.81
in14_220.dat,10669,10679.9,22.18
in14_221.dat,11345,11362.4,24.21
in14_222.dat,9993,10003.2,24.13
in14_223.dat,10452,10460.8,23.39
in14_224.dat,10191,10205.7,22.43
in14_225.dat,9844,9863.6,25.66
in14_226.dat,10151,10160.3,22.19
in14_227.dat,11111,11121.9,23.28
in14_228.dat,11248,11260,23.64
in14_229.dat,9829,9841.4,21.5
in14_230.dat,10893,10902.7,24.91
in14_231.dat,11031,11041.2,22.29
in14_232.dat,11084,11091.7,22.61
in14_233.dat,12065,12080.2,23.95
in14_234.dat,10745,10760.7,21.18
in14_235.dat,11256,11277.2,22.82
in14_236.dat,9608,9631.1,21.1
in14_237.dat,10693,10701.2,21.13
in14_238.dat,10659,10673.9,21.98
in14_239.dat,10254,10266.5,21.32
in14_240.dat,10931,10942.3,22.13
in14_241.dat,18035,18037.2,36.21
in14_242.dat,18293,18304.6,35.1
in14_243.dat,17593,17634,34.36
in14_244.dat,17530,17562.6,28.88
in14_245.dat,17927,17935.9,32.55
in14_246.dat,17884,17919.8,36.33
in14_247.dat,17863,17878,36.76
in14_248.dat,18386,18398.3,35.71
in14_249.dat,18242,18256.6,35.26
in14_250.dat,17289,17289,28.18
in14_251.dat,18356,18379.2,29.06
in14_252.dat,17676,17680.4,28.93
in14_253.dat,18725,18751.6,33.8
in14_254.dat,17434,17434,26.63
in14_255.dat,17907,17926.8,34.83
in14_256.dat,17922,17957.6,35.1
in14_257.dat,18009,18014.5,27.67
in14_258.dat,18181,18214.2,34.78
in14_259.dat,17868,17868.7,33.34
in14_260.dat,17633,17679.5,28.55
in14_261.dat,15342,15366.5,37.81
in14_262.dat,14140,14155.6,37.78
in14_263.dat,13197,13212.8,34.55
in14_264.dat,13307,13322.9,38.36
in14_265.dat,13518,13529.9,36.68
in14_266.dat,13908,13924.7,36.2
in14_267.dat,13504,13525.3,36.22
in14_268.dat,13784,13805,37.17
in14_269.dat,12969,12994.8,39.32
in14_270.dat,13653,13674.9,38.08
in14_271.dat,13726,13741.7,37
in14_272.dat,13961,13978.5,37.43
in14_273.dat,15019,15037.4,39.35
in14_274.dat,14145,14156.2,37.69
in14_275.dat,13952,13982.7,43.01
in14_276.dat,14411,14433.7,38.34
in14_277.dat,14063,14076.1,35.92
in14_278.dat,12707,12723.1,41.16
in14_279.dat,12571,12611.7,35.54
in14_280.dat,14209,14232.9,37.9
in14_281.dat,13306,13325.3,40.36
in14_282.dat,12877,12901.5,37.48
in14_283.dat,13110,13139.2,40.61
in14_284.dat,12789,12812.6,41
in14_285.dat,13561,13571.2,40.22
in14_286.dat,13180,13195.3,39.65
in14_287.dat,13379,13395,39.62
in14_288.dat,12476,12492,40.57
in14_289.dat,13240,13255.9,42.32
in14_290.dat,13686,13694.1,41.02
in14_291.dat,13555,13579.5,40.35
in14_292.dat,13092,13110.7,38.42
in14_293.dat,13711,13718.3,39.19
in14_294.dat,12034,12042.1,39.31
in14_295.dat,12804,12818.1,37.1
in14_296.dat,12706,12724.3,38.67
in14_297.dat,13292,13307.4,39.02
in14_298.dat,13063,13083.4,37.47
in14_299.dat,12956,12969.6,40.81
in14_300.dat,14255,14269,39.65
in14_301.dat,20873,20876.6,56.47
in14_302.dat,20768,20768.4,53.02
in14_303.dat,21740,21790.7,54.49
in14_304.dat,22057,22082.2,48.02
in14_305.dat,21137,21147.3,54.33
in14_306.dat,21592,21617.8,69.49
in14_307.dat,21152,21191.5,44.76
in14_308.dat,20224,20224,48.61
in14_309.dat,21621,21622.8,45.4
in14_310.dat,21164,21164,40.53
in14_311.dat,21338,21368.6,52.18
in14_312.dat,21749,21765,56.43
in14_313.dat,22205,22209,52.46
in14_314.dat,21497,21532.4,61.8
in14_315.dat,21580,21580,51.68
in14_316.dat,20847,20880.7,56.1
in14_317.dat,21460,21460,49.44
in14_318.dat,21360,21365.1,50.94
in14_319.dat,21060,21071.8,45.85
in14_320.dat,21090,21102.4,52.12
in14_321.dat,17438,17465.2,63.79
in14_322.dat,16079,16093.6,60.87
in14_323.dat,16302,16328.6,65.53
in14_324.dat,16838,16867,63.47
in14_325.dat,15391,15407,64.05
in14_326.dat,16229,16266.3,60.71
in14_327.dat,15603,15627.9,58.32
in14_328.dat,15152,15200.8,67.21
in14_329.dat,15478,15506.7,59.53
in14_330.dat,16751,16764.9,63.7
in14_331.dat,15590,15620.2,59.31
in14_332.dat,15163,15179.8,57.64
in14_333.dat,16134,16155,62.31
in14_334.dat,17188,17211.7,64.12
in14_335.dat,16570,16593.9,59.18
in14_336.dat,16061,16087.7,60.18
in14_337.dat,16976,17003.9,60.97
in14_338.dat,15023,15057.1,59.18
in14_339.dat,16811,16835.9,61.01
in14_340.dat,15376,15406.6,55.18
in14_341.dat,16219,16240.1,57.94
in14_342.dat,16305,16322.8,61.76
in14_343.dat,15877,15907.3,56.48
in14_344.dat,15642,15659.5,62.67
in14_345.dat,16421,16436.2,59.48
in14_346.dat,15021,15047,60.3
in14_347.dat,16791,16809.1,64.7
in14_348.dat,15918,15945.2,59.29
in14_349.dat,14463,14498.6,60.62
in14_350.dat,16034,16056.7,60.2
in14_351.dat,15662,15679.7,62
in14_352.dat,15625,15634.4,65.18
in14_353.dat,14811,14833.4,60.78
in14_354.dat,16058,16071.9,56.96
in14_355.dat,15854,15872.4,58.27
in14_356.dat,14842,14858.1,58.07
in14_357.dat,16457,16474.7,60.21
in14_358.dat,15284,15297.3,61.81
in14_359.dat,15803,15824.5,56.72
in14_360.dat,15173,15203.2,61.03
in18_001.dat,4697,4702,0.58
in18_002.dat,4381,4381,0.67
in18_003.dat,4590,4590,0.66
in18_004.dat,4949,4949,0.56
in18_005.dat,4614,4614,0.55
in18_006.dat,4803,4803,0.62
in18_007.dat,4496,4496,0.58
in18_008.dat,4685,4685,0.64
in18_009.dat,4707,4707,0.59
in18_010.dat,4652,4652,0.64
in18_011.dat,4503,4503,0.64
in18_012.dat,4643,4643,0.56
in18_013.dat,4573,4573,0.59
in18_014.dat,4479,4479,0.56
in18_015.dat,4683,4683,0.73
in18_016.dat,4693,4693,0.6
in18_017.dat,5063,5063,0.6
in18_018.dat,4674,4674,0.56
in18_019.dat,4599,4599,0.63
in18_020.dat,4450,4475.8,0.62
in18_021.dat,3382,3382,0.67
in18_022.dat,2775,2775.6,0.65
in18_023.dat,2971,2971,0.6
in18_024.dat,2940,2941.8,0.64
in18_025.dat,2972,2972,0.69
in18_026.dat,3663,3663,0.59
in18_027.dat,3468,3468,0.61
in18_028.dat,3512,3512,0.67
in18_029.dat,3423,3423,0.6
in18_030.dat,3290,3290,0.61
in18_031.dat,3295,3295,0.61
in18_032.dat,3222,3222,0.6
in18_033.dat,3332,3332,0.63
in18_034.dat,3591,3591,0.67
in18_035.dat,3304,3304,0.61
in18_036.dat,3256,3256,0.63
in18_037.dat,3371,3371,0.6
in18_038.dat,3487,3487,0.62
in18_039.dat,3167,3167,0.63
in18_040.dat,3386,3386,0.61
in18_041.dat,2447,2447,0.62
in18_042.dat,3315,3315,0.67
in18_043.dat,3619,3619,0.61
in18_044.dat,3170,3170,0.63
in18_045.dat,3775,3775,0.63
in18_046.dat,3624,3626.4,0.66
in18_047.dat,2714,2720.4,0.64
in18_048.dat,2711,2711,0.6
in18_049.dat,2656,2656,0.63
in18_050.dat,3293,3293.2,0.65
in18_051.dat,3162,3162,0.65
in18_052.dat,3457,3457,0.62
in18_053.dat,3671,3671,0.63
in18_054.dat,2925,2925,0.65
in18_055.dat,3098,3098,0.61
in18_056.dat,3412,3412,0.66
in18_057.dat,3251,3252.2,0.69
in18_058.dat,3032,3032,0.66
in18_059.dat,3227,3227,0.63
in18_060.dat,2970,2970,0.62
in18_061.dat,9169,9176.8,3.7
in18_062.dat,8959,8959,3.3
in18_063.dat,8907,8907,2.73
in18_064.dat,9248,9248,2.71
in18_065.dat,8913,8913,2.93
in18_066.dat,9211,9220.3,3.41
in18_067.dat,9245,9260.7,2.86
in18_068.dat,9626,9626,3.19
in18_069.dat,9309,9356.8,3.01
in18_070.dat,9556,9578.3,3.54
in18_071.dat,9088,9088,3.66
in18_072.dat,8659,8705.1,3.19
in18_073.dat,9064,9064,3.8
in18_074.dat,9188,9188,2.89
in18_075.dat,9226,9227.5,3.04
in18_076.dat,8989,8989,2.65
in18_077.dat,8651,8651,2.5
in18_078.dat,9107,9107,2.79
in18_079.dat,9347,9351,3.07
in18_080.dat,9078,9078,2.9
in18_081.dat,5736,5736,3.32
in18_082.dat,6347,6354.8,3.24
in18_083.dat,5635,5646.8,3.37
in18_084.dat,6119,6127,3.48
in18_085.dat,6562,6572,3.3
in18_086.dat,6212,6222.3,3.36
in18_087.dat,6103,6111,3.59
in18_088.dat,6222,6234.8,3.41
in18_089.dat,6114,6147.1,3.31
in18_090.dat,6347,6347,3.36
in18_091.dat,6136,6144.8,3.32
in18_092.dat,6087,6087.7,3.44
in18_093.dat,6216,6222.1,3.22
in18_094.dat,5742,5743.1,3.23
in18_095.dat,5891,5893.8,3.29
in18_096.dat,6146,6147.9,3.32
in18_097.dat,6014,6014,3.37
in18_098.dat,6390,6393.9,3.27
in18_099.dat,6699,6701.1,3.37
in18_100.dat,6256,6259.8,3.28
in18_101.dat,5486,5493.7,3.52
in18_102.dat,5618,5618.2,3.35
in18_103.dat,5288,5288.7,3.47
in18_104.dat,5850,5855.2,3.48
in18_105.dat,5745,5762.1,3.84
in18_106.dat,6120,6123.8,3.68
in18_107.dat,5694,5701.5,3.91
in18_108.dat,5942,5942.5,3.73
in18_109.dat,5781,5784.2,3.62
in18_110.dat,6045,6051.2,3.65
in18_111.dat,5474,5474.1,3.49
in18_112.dat,5074,5074.8,3.61
in18_113.dat,5745,5755.1,3.93
in18_114.dat,5222,5227.4,3.68
in18_115.dat,5821,5822.2,3.53
in18_116.dat,6186,6189.2,3.41
in18_117.dat,5434,5435.6,3.39
in18_118.dat,5983,5986.4,3.26
in18_119.dat,6315,6321,3.49
in18_120.dat,5460,5465.6,3.44
in18_121.dat,13480,13480,6.87
in18_122.dat,13660,13663.3,8.38
in18_123.dat,13797,13797,7.81
in18_124.dat,13658,13658,8.25
in18_125.dat,13187,13187.9,7.82
in18_126.dat,13751,13769.6,8.82
in18_127.dat,13727,13727,7.16
in18_128.dat,13374,13374,6.97
in18_129.dat,13195,13262.7,8.22
in18_130.dat,13621,13669.4,8.47
in18_131.dat,13463,13497.9,7.57
in18_132.dat,13538,13538,7.97
in18_133.dat,13518,13534.2,9.13
in18_134.dat,13942,13942,7.74
in18_135.dat,13560,13560,6.92
in18_136.dat,13584,13587.9,6.84
in18_137.dat,13470,13481.1,7.92
in18_138.dat,13933,13956,7.82
in18_139.dat,13679,13680.8,7.37
in18_140.dat,13657,13657,6.48
in18_141.dat,8374,8410.4,10.16
in18_142.dat,9417,9423,10.39
in18_143.dat,8582,8594.8,8.99
in18_144.dat,8011,8017,9.42
in18_145.dat,8314,8332.8,9.27
in18_146.dat,9097,9108.4,10.16
in18_147.dat,8917,8925.7,10.13
in18_148.dat,8802,8862.2,9.74
in18_149.dat,8433,8442.2,9.36
in18_150.dat,9251,9273.4,9.06
in18_151.dat,8370,8378,9.28
in18_152.dat,8809,8811.9,8.86
in18_153.dat,8917,8923.7,9.61
in18_154.dat,8538,8549.2,9.01
in18_155.dat,8702,8709.2,8.86
in18_156.dat,9538,9541.7,9.64
in18_157.dat,7939,7945.7,8.79
in18_158.dat,9340,9351.4,10.1
in18_159.dat,9139,9157,9.04
in18_160.dat,9217,9220.1,9.09
in18_161.dat,8207,8218.7,9.66
in18_162.dat,7199,7218.5,8.86
in18_163.dat,8254,8262.4,9.74
in18_164.dat,8775,8784.3,10.24
in18_165.dat,7962,7963.6,9.34
in18_166.dat,8862,8876.8,10.47
in18_167.dat,9060,9081.3,10.2
in18_168.dat,8156,8164.2,9.43
in18_169.dat,9332,9343.6,10.06
in18_170.dat,8203,8216.5,9.48
in18_171.dat,8868,8878,11.38
in18_172.dat,7837,7848.4,9.42
in18_173.dat,8184,8195.9,10.85
in18_174.dat,8577,8591.7,10.26
in18_175.dat,8764,8769.1,9.67
in18_176.dat,7429,7437.9,10.4
in18_177.dat,7431,7453.6,10.63
in18_178.dat,7987,7992.7,9.9
in18_179.dat,7258,7271,9.67
in18_180.dat,8218,8228.6,10.77
in18_181.dat,17673,17675.7,16.99
in18_182.dat,18102,18104.4,19.64
in18_183.dat,18056,18056,14.47
in18_184.dat,18077,18077,17.3
in18_185.dat,17879,17880.8,16.1
in18_186.dat,18053,18105.8,13.78
in18_187.dat,17988,17988,14.98
in18_188.dat,17949,17951.1,15.92
in18_189.dat,17850,17863.4,16.35
in18_190.dat,18166,18170.5,13.43
in18_191.dat,18023,18029.3,14.7
in18_192.dat,18577,18580.6,18.08
in18_193.dat,18219,18219,13.43
in18_194.dat,18130,18130,14.4
in18_195.dat,18437,18440.5,20.59
in18_196.dat,18254,18279.1,14.9
in18_197.dat,17933,17956.8,19.08
in18_198.dat,18106,18106.8,13.99
in18_199.dat,18510,18510,15.71
in18_200.dat,18299,18310.8,17.42
in18_201.dat,11844,11857.6,18.77
in18_202.dat,12583,12587.2,19.97
in18_203.dat,11860,11872.4,19.61
in18_204.dat,12046,12060.2,21.25
in18_205.dat,11208,11217.6,19.47
in18_206.dat,11475,11497.7,21.07
in18_207.dat,11342,11358.9,19.14
in18_208.dat,10918,10922.1,18.74
in18_209.dat,11178,11196,18.88
in18_210.dat,11463,11492,19.71
in18_211.dat,12153,12163.1,19.77
in18_212.dat,9970,10009.3,20.03
in18_213.dat,10767,10784,17.84
in18_214.dat,11849,11867.9,18.62
in18_215.dat,10484,10524.9,20.31
in18_216.dat,10706,10727.3,18.13
in18_217.dat,10936,10958.1,20.18
in18_218.dat,10892,10906.8,19.23
in18_219.dat,11459,11462,19.8
in18_220.dat,11592,11603.9,18.5
in18_221.dat,10463,10474.1,19.68
in18_222.dat,10917,10932.7,20.83
in18_223.dat,10547,10570.1,20.96
in18_224.dat,11682,11694.2,22.79
in18_225.dat,9872,9887.4,22.23
in18_226.dat,11176,11188.4,21.99
in18_227.dat,9917,9927.5,21.85
in18_228.dat,10634,10640.9,22.45
in18_229.dat,11501,11516.5,23.33
in18_230.dat,10937,10955.7,22.33
in18_231.dat,11520,11537.1,22.58
in18_232.dat,9597,9609.1,20.77
in18_233.dat,10389,10400.2,21.53
in18_234.dat,10663,10688.7,22.52
in18_235.dat,10477,10490.5,21.02
in18_236.dat,10474,10493.1,20.84
in18_237.dat,11024,11034,22.18
in18_238.dat,10512,10525.6,21.52
in18_239.dat,10698,10713.6,21.95
in18_240.dat,10658,10672.3,22.22
in18_241.dat,22489,22497.6,29.37
in18_242.dat,22550,22550,27.02
in18_243.dat,23170,23210.1,25.9
in18_244.dat,22353,22359.4,24.07
in18_245.dat,22754,22787.8,28.38
in18_246.dat,22109,22109,24.92
in18_247.dat,22704,22719.6,27.38
in18_248.dat,22652,22657.9,31.1
in18_249.dat,23185,23259.7,26.93
in18_250.dat,22800,22859.5,28.28
in18_251.dat,22626,22633.3,30.88
in18_252.dat,22522,22522,25.5
in18_253.dat,22496,22505.3,32.15
in18_254.dat,22351,22365.4,25.27
in18_255.dat,22596,22598.5,26.18
in18_256.dat,23074,23081.2,28.87
in18_257.dat,22900,22900,28.51
in18_258.dat,22462,22462,32.82
in18_259.dat,22636,22728.1,29.62
in18_260.dat,22596,22596.6,26.06
in18_261.dat,12533,12552.7,31.93
in18_262.dat,14303,14307.2,35.91
in18_263.dat,13617,13627.1,35.25
in18_264.dat,14354,14387.7,34.2
in18_265.dat,13935,13949.4,33.15
in18_266.dat,14043,14069.6,31.52
in18_267.dat,13686,13726.5,33.55
in18_268.dat,13018,13053.4,33.2
in18_269.dat,13093,13093.1,33.9
in18_270.dat,12859,12900.3,35.96
in18_271.dat,14674,14711.1,36.95
in18_272.dat,15412,15430.7,36.68
in18_273.dat,14729,14762.5,32.74
in18_274.dat,13616,13639.7,31.91
in18_275.dat,13273,13296.6,33.35
in18_276.dat,15560,15578.8,39.29
in18_277.dat,14285,14303.7,34.73
in18_278.dat,15801,15821.3,34.94
in18_279.dat,13730,13761,35.1
in18_280.dat,14666,14683.5,34.82
in18_281.dat,13273,13303,35.67
in18_282.dat,12273,12292.3,38.52
in18_283.dat,13234,13238.2,39.14
in18_284.dat,13141,13151.2,37.84
in18_285.dat,14101,14122.9,38.55
in18_286.dat,12858,12869.5,40.3
in18_287.dat,13442,13460.6,40.71
in18_288.dat,13631,13647.6,38.64
in18_289.dat,14560,14572.6,39.08
in18_290.dat,12441,12454.4,38.07
in18_291.dat,12938,12961.8,37.44
in18_292.dat,14129,14153.1,36.9
in18_293.dat,12449,12471,38.15
in18_294.dat,13440,13456.4,37.89
in18_295.dat,14249,14266.6,36
in18_296.dat,14146,14154.6,36.17
in18_297.dat,12945,12966.4,41.3
in18_298.dat,13994,14009.6,40.45
in18_299.dat,12449,12463.7,36.82
in18_300.dat,13846,13864.5,40.43
in18_301.dat,27057,27105.4,54.56
in18_302.dat,27134,27134,41.56
in18_303.dat,27605,27605,39.77
in18_304.dat,27016,27032.6,43.33
in18_305.dat,27042,27070.4,40.68
in18_306.dat,27378,27406.6,44.11
in18_307.dat,26965,26966.8,35.94
in18_308.dat,27126,27126.8,37.07
in18_309.dat,27375,27408.9,50.14
in18_310.dat,27089,27089,38.4
in18_311.dat,27305,27311,39.89
in18_312.dat,27121,27121,41.7
in18_313.dat,27150,27150,44.91
in18_314.dat,27208,27208,38.28
in18_315.dat,27350,27388.2,47.63
in18_316.dat,27068,27141.1,40.98
in18_317.dat,27323,27387.4,45.02
in18_318.dat,27007,27007,47.91
in18_319.dat,26968,26968,40.38
in18_320.dat,27539,27554.1,46.32
in18_321.dat,17560,17622.3,68.19
in18_322.dat,17039,17079.5,53.86
in18_323.dat,17201,17228.1,56.37
in18_324.dat,16936,16959.2,56.46
in18_325.dat,16213,16230.5,53.98
in18_326.dat,16418,16449.5,52.46
in18_327.dat,16462,16487.5,52.19
in18_328.dat,15754,15798.8,55.29
in18_329.dat,15287,15306,54.94
in18_330.dat,16469,16500.4,53.97
in18_331.dat,16250,16274.9,56.94
in18_332.dat,16260,16285.7,55.25
in18_333.dat,16134,16176.1,53.9
in18_334.dat,16875,16904.5,54.67
in18_335.dat,16182,16241.7,55.52
in18_336.dat,16293,16322.2,55.65
in18_337.dat,16504,16550.2,58.48
in18_338.dat,16396,16418.1,56.65
in18_339.dat,16723,16764,53.21
in18_340.dat,16666,16689.5,60.67
in18_341.dat,16643,16668.7,61.13
in18_342.dat,15830,15858.8,58.89
in18_343.dat,15398,15416.7,62.34
in18_344.dat,15731,15747.7,53
in18_345.dat,15885,15919,60.28
in18_346.dat,17454,17481.1,68.31
in18_347.dat,16171,16190.3,60.34
in18_348.dat,16118,16153.7,54.81
in18_349.dat,16646,16667.2,67.41
in18_350.dat,14904,14932.9,61.51
in18_351.dat,15847,15875.5,61.76
in18_352.dat,15847,15861.3,58.38
in18_353.dat,16316,16345.4,62.58
in18_354.dat,15222,15239.6,59.13
in18_355.dat,15804,15817.6,58.96
in18_356.dat,15198,15211.6,63.14
in18_357.dat,14557,14582.7,57.24
in18_358.dat,17231,17254.7,60.58
in18_359.dat,15305,15328.3,58.46
in18_360.dat,16485,16495.7,62.96
